B.M.E 1.2
B 600 500 100 100 false 0 begin
B 900 600 100 100 true 0 d6
B 900 500 100 100 true 0 d2
B 900 400 100 100 true 0 d2
B 900 300 100 100 true 0 d2
B 900 200 100 100 true 0 d1
B 700 800 100 100 true 0 d5
B 600 800 100 100 true 0 d1
B 500 800 100 100 true 0 d1
B 400 800 100 100 true 0 d1
B 300 800 100 100 true 0 d2
B 300 700 100 100 true 0 d2
B 300 600 100 100 true 0 d2
B 300 500 100 100 true 0 d2
B 300 400 100 100 true 0 d2
B 300 300 100 100 true 0 d2
B 300 200 100 100 true 0 d7
B 400 200 100 100 true 0 d1
B 500 200 100 100 true 0 d1
B 600 200 100 100 true 0 d1
B 700 200 100 100 true 0 d1
B 800 200 100 100 true 0 d1
B 1000 200 100 100 true 0 d1
B 1100 200 100 100 true 0 d1
B 1200 200 100 100 true 0 d1
B 1300 200 100 100 true 0 d1
B 1400 200 100 100 true 0 d1
B 1200 500 100 100 false 0 end
B 1500 200 100 100 true 0 da
B 1500 300 100 100 true 0 d2
B 1500 400 100 100 true 0 d2
B 1500 500 100 100 true 0 d2
B 1500 600 100 100 true 0 d2
B 1500 700 100 100 true 0 d2
B 1500 800 100 100 true 0 d2
B 1400 800 100 100 true 0 d1
B 1300 800 100 100 true 0 d1
B 1200 800 100 100 true 0 d1
B 1100 800 100 100 true 0 d4
B 300 900 100 100 true 0 d2
B 300 1000 100 100 true 0 d2
B 300 1100 100 100 true 0 d2
B 300 1200 100 100 true 0 d2
B 900 1000 100 100 true 0 d3
B 900 1100 100 100 true 0 d2
B 900 1200 100 100 true 0 d2
B 900 1300 100 100 true 0 d2
B 900 1400 100 100 true 0 d1
B 800 1400 100 100 true 0 d1
B 700 1400 100 100 true 0 d1
B 600 1400 100 100 true 0 d1
B 500 1400 100 100 true 0 d1
B 400 1400 100 100 true 0 d1
B 300 1400 100 100 true 0 d8
B 300 1300 100 100 true 0 d2
B 1000 1400 100 100 true 0 d1
B 1100 1400 100 100 true 0 d1
B 1200 1400 100 100 true 0 d1
B 1300 1400 100 100 true 0 d1
B 1400 1400 100 100 true 0 d1
B 1500 1400 100 100 true 0 d9
B 1500 1300 100 100 true 0 d2
B 1500 1200 100 100 true 0 d2
B 1500 1100 100 100 true 0 d2
B 1500 1000 100 100 true 0 d2
B 1500 900 100 100 true 0 d2
B 900 800 100 100 false 0 coin
B 600 1100 100 100 false 0 coin
B 1200 1100 100 100 false 0 coin
